box_office,film_actor,film_director,film_name,film_theme,img,release_time,score
1762万,"奥兰多·布鲁姆,吴磊,任达华,昆凌",查尔斯·马丁,极致追击,"动作,犯罪,冒险",https://p0.meituan.net/movie/21c54ccf6f7de914b3d37f9feecc3f88174829.jpg@464w_644h_1e_1c,2017-09-30,6.9
6951万,"夏雨,闫妮,潘斌龙,宋茜",伍仕贤,反转人生,"喜剧,奇幻",https://p0.meituan.net/movie/fef75ce276038b1cfe4fb1f4a517beb9116864.jpg@464w_644h_1e_1c,2017-06-29,8.1
1294万,"阿里尔·舒曼,艾玛·罗伯茨,戴夫·弗兰科,艾米丽·梅德",亨利·朱斯特,玩命直播,"动作,冒险,惊悚",https://p0.meituan.net/movie/5f93a6f494de4778dedd0dff1671663f190718.jpg@464w_644h_1e_1c,2017-01-06,8.3
1473万,"科林·费斯,裘德·洛,妮可·基德曼,盖·皮尔斯",迈克尔·格兰达吉,天才捕手,"剧情,传记",https://p1.meituan.net/movie/f61091a2c7dc541d472c9027ffd211856476496.jpg@464w_644h_1e_1c,2017-03-10,8.0
3317万,"任达华,陈小春,伍允龙,邱意浓",阚家伟,黑白迷宫,"剧情,动作,犯罪",https://p1.meituan.net/movie/df2ce28f747b28637a8f76781a3207ff280058.jpg@464w_644h_1e_1c,2017-09-01,7.8
1023万,"陈都灵,林柏宏,汪铎,郝劭文",张天辉,推理笔记,"剧情,悬疑",https://p1.meituan.net/movie/ca31e57f11dab49d7949ecdfa8ed7cbd411327.jpg@464w_644h_1e_1c,2017-11-24,7.6
1210万,"孙集斌,高晓攀,尤宪超,于莎莎",高晓攀,兄弟，别闹！,"剧情,喜剧",https://p0.meituan.net/movie/c67220e9e38f77dfcbe9931d35c85776544699.jpg@464w_644h_1e_1c,2017-11-10,7.2
1149万,"苏查拉·玛娜英,李川,陈立谦,卢洋",李勇昌,怨灵2,"恐怖,惊悚,悬疑",https://p0.meituan.net/movie/0ec32230215a71f472eb3536c12ce8c05338661.jpg@464w_644h_1e_1c,2017-10-12,7.0
1602万,"舒淇,王千源,张孝全,林美秀",陈玉勋,健忘村,"喜剧,奇幻,武侠",https://p0.meituan.net/movie/cd23a5f30b3918cf241074bad9589d0d421744.jpg@464w_644h_1e_1c,2017-01-27,6.9
1.22亿,"谢霆锋,葛优,郑容和,唐嫣",叶伟民,决战食神,"喜剧,爱情,家庭",https://p0.meituan.net/movie/38da0c104fa2791d04a4762f117267f9375948.jpg@464w_644h_1e_1c,2017-02-10,7.8
226万,"魏大勋,郭姝彤,张萌,魏天浩",曹大伟,因为爱情,"剧情,喜剧,爱情",https://p1.meituan.net/movie/68f5b00ab19cbebdd0603bbbfdb482df336171.jpg@464w_644h_1e_1c,2017-10-27,7.0
502万,"殷果儿,姜星丘,任青安,陈嘉敏",陆诗雷,恐怖理发店,"爱情,惊悚,悬疑",https://p0.meituan.net/movie/0dd3f9f45abdd90e12b60947068a296e289727.jpg@464w_644h_1e_1c,2017-01-06,5.3
1514万,"林依晨,姜武,陈晓,惠英红",朴裕焕,神秘家族,"剧情,悬疑,犯罪",https://p1.meituan.net/movie/bfb78eeaa1ba034bb4fea729c881f0d7923070.jpg@464w_644h_1e_1c,2017-04-21,6.9
904万,"乔什·布洛林,迈尔斯·特勒,杰夫·布里吉斯,詹妮弗·康纳利",约瑟夫·科辛斯基,勇往直前,"剧情,传记,灾难",https://p1.meituan.net/movie/bc1a4c9f3a3a24e3ff2242d5990976366016781.jpg@464w_644h_1e_1c,2017-12-08,8.7
6512万,"赵文卓,洪金宝,万茜,小出惠介",陈嘉上,荡寇风云,"动作,战争,历史",https://p0.meituan.net/movie/287a820c51c34c260a56ad7ddfa826e8492185.jpg@464w_644h_1e_1c,2017-05-27,8.3
4207万,"陈志宏,李扬,陈道明,姚晨",速达,大闹天宫,动画,https://p1.meituan.net/movie/0e2400f144c69fe28edb36a8ec91784a744391.jpg@464w_644h_1e_1c,2017-10-13,8.3
493万,"阿兰·夏巴,奥黛丽·塔图,皮奥·马麦,格什菲·法拉哈尼",阿兰·夏巴,圣诞奇妙公司,"喜剧,家庭",https://p0.meituan.net/movie/f05d47b5a51a37cbcd87d40074c406cf297662.jpg@464w_644h_1e_1c,2017-12-15,8.2
121万,"姚雨鑫,谢容儿,岳文龙,王翼鹏",陆诗雷,怨灵宿舍之人偶老师,"恐怖,惊悚,悬疑",https://p1.meituan.net/movie/9205dede699c589edd67cb97d7f8676a945605.jpg@464w_644h_1e_1c,2017-04-14,5.6
291万,"赵顺然,朱颜曼滋,韩昊轩,高子沣",乔梁,小情书,"剧情,爱情",https://p1.meituan.net/movie/7037dfaf3501695580167fc754c23c97279202.jpg@464w_644h_1e_1c,2017-05-19,8.3
713万,"张雨绮,张亮,王少雍,冷中易",陈卓,不期而遇,"喜剧,爱情",https://p1.meituan.net/movie/0b4b93e9eace0985fb5d48325bf53823248909.jpg@464w_644h_1e_1c,2017-05-19,7.9
2519万,"哈雷,黄宏,刘向京,赵婷婷",刘建华,血狼犬,"剧情,动作,冒险",https://p1.meituan.net/movie/906c4288c1e8cd9b93d305fe7776c4bd579225.jpg@464w_644h_1e_1c,2017-04-21,8.4
963万,"阿沙·巴特菲尔德,布丽特·罗伯森,加里·奥德曼,卡拉·古奇诺",彼德·切尔瑟姆,回到火星,"爱情,冒险,科幻",https://p1.meituan.net/movie/25e682b8113a73a418e883be20b9d599199220.jpg@464w_644h_1e_1c,2017-10-13,8.3
1762万,"桂纶镁,王景春,欧阳娜娜,王元也",何蔚庭,美好的意外,"喜剧,奇幻",https://p0.meituan.net/movie/388490e2742d6985a26da2a0d7d345b11035540.jpg@464w_644h_1e_1c,2017-06-02,8.2
982万,"何炅,钟欣潼,蔡卓妍,邓丽欣",刘镇伟,仙球大战,"喜剧,古装",https://p0.meituan.net/movie/aa5a2ef5155331166d784040b95cb56f807839.jpg@464w_644h_1e_1c,2017-06-30,6.9
2144万,"大卫·拜德拉,奥莉薇娅·柯尔曼,蒂娜·德赛,马克·莫拉根",大卫·斯特登,托马斯大电影之了不起的比赛,"动画,家庭",https://p1.meituan.net/movie/5f9702880b6c00acf56762b87844a8ae274793.jpg@464w_644h_1e_1c,2017-09-22,8.5
329万,"金巴,曲尼次仁,夏诺·扎西敦珠,益西旦增",张杨,皮绳上的魂,"科幻,奇幻,西部",https://p1.meituan.net/movie/10a82d81ea6aa2967be788dc8bb01609359584.jpg@464w_644h_1e_1c,2017-08-18,8.4
157万,"周秀娜,郑欣宜,蔡瀚亿,杨尚斌",彭秀慧,29+1,"剧情,爱情",https://p0.meituan.net/movie/a35e23963bef2e6bee8777c4cdaa87dc6252332.jpg@464w_644h_1e_1c,2017-06-02,8.1
193万,"王紫逸,多布杰,杨秀措,洛桑念扎",杨蕊,金珠玛米,"剧情,历史,西部",https://p0.meituan.net/movie/7316b82d684dbdbecdffa7970e897006999152.jpg@464w_644h_1e_1c,2017-12-12,7.8
1733万,"海伦·米伦,亚伦·保尔,艾伦·瑞克曼,伊恩·格雷",加文·胡德,天空之眼,"剧情,悬疑,战争",https://p1.meituan.net/movie/aa3edbf989db78fadc693ebee159f4dd3535520.jpg@464w_644h_1e_1c,2017-01-13,8.0
325万,"杰弗里·迪恩·摩根,罗伯特·德尼罗,凯特·波茨沃斯,戴夫·巴蒂斯塔",斯科特·曼,双面劫匪,"动作,惊悚,犯罪",https://p0.meituan.net/movie/776694c7423eba81592a2180bb9c6e31241271.jpg@464w_644h_1e_1c,2017-12-08,8.4
1355万,"王丽坤,高以翔,李媛,王传君",李巨源,情遇曼哈顿,"喜剧,爱情",https://p0.meituan.net/movie/c7e2b8f4d3338c32bd77508e29a437811339501.jpg@464w_644h_1e_1c,2017-10-13,7.4
1151万,"乔·佩西,乌比·戈德堡,马克西姆·契克哈里尤夫,康斯坦丁·哈宾斯基",马克西姆·法捷耶夫,灵狼传奇,"动画,冒险,奇幻",https://p1.meituan.net/movie/3f2a8507925fead7da67675aa3d26d6e2412651.jpg@464w_644h_1e_1c,2017-04-29,8.8
1388万,"小林薰,多部未华子,小田切让,河井青叶",松冈锭司,深夜食堂2,剧情,https://p1.meituan.net/movie/2ffd72cd3c2fb1325175b485d8d0219c345714.jpg@464w_644h_1e_1c,2017-07-18,8.4
1568万,"牛志远,吕豆,禹祥,绿绮",刘骏,我的爸爸是国王,"动画,奇幻,家庭",https://p0.meituan.net/movie/ba3cde77f7b3e1a0bc90ad2de522983d947078.jpg@464w_644h_1e_1c,2017-05-27,8.6
882万,"卜冠今,刘畅,李梦,曲哲明",韩天,那一场呼啸而过的青春,"剧情,爱情",https://p1.meituan.net/movie/f8b6e6ec292914f5947ab96ad48b14dc7970816.jpg@464w_644h_1e_1c,2017-10-05,8.2
370万,"姜潮,张嘉倪,金恩圣,马春瑞",郑仕明,青春逗,"喜剧,爱情",https://p1.meituan.net/movie/0daf7a772b384fd4de7c7a1404bd7fd0912128.png@464w_644h_1e_1c,2017-10-20,7.9
937万,"黄子韬,杨采钰,杜天皓,李梦",张荣吉,夏天19岁的肖像,"爱情,悬疑",https://p1.meituan.net/movie/b91112ede9e4f89a1092509b68d59c311793924.jpg@464w_644h_1e_1c,2017-05-27,7.7
854万,"马德哈尔·班达卡,赵涛,梁景东,梅芙·金琴丝",沃尔特·塞勒斯,时间去哪儿了,剧情,https://p1.meituan.net/movie/bfa1a9b2e34c6ff52a5bbcd36a695d95243990.jpg@464w_644h_1e_1c,2017-10-19,7.1
467万,"朱一龙,姜瑞佳,徐光宇,杨大鹏",朱时茂,胡杨的夏天,"喜剧,爱情,歌舞",https://p0.meituan.net/movie/2d408512ec0089d455a01ded176b6ba32209792.jpg@464w_644h_1e_1c,2017-10-20,7.7
58万,"王李丹妮,郭艳,倪大红,南笙",邢博,夜闯寡妇村,"惊悚,悬疑,情色",https://p1.meituan.net/movie/7b62f2da6eb99271332f8a4e3daac53779697.jpg@464w_644h_1e_1c,2017-04-27,5.3
1009万,"闫妮,杜天皓,宋伊人,张亦驰",黄美娜,美容针,"剧情,喜剧,爱情",https://p1.meituan.net/movie/9e6e0bc2f5367214b88fbbadb3d85145486469.jpg@464w_644h_1e_1c,2017-05-20,7.9
60万,"吕聿来,康凯,赵聪,闫飞龙",白翎,惊悚小说,"恐怖,惊悚,悬疑",https://p0.meituan.net/movie/9896391b41eaf80c4e225e5fa1a81427224663.jpg@464w_644h_1e_1c,2017-04-07,5.8
3171万,"黄燕,严丽祯,李晔,王衡",申宇,玩偶奇兵,"动画,冒险,奇幻",https://p0.meituan.net/movie/b52da8ee33c9d67bf013509038a4d1bc262918.jpg@464w_644h_1e_1c,2017-08-04,8.6
234万,"雷扎·梅马里,蒂尔曼·多布勒,Shannon,Christian",托比·格恩科尔,理查大冒险,"喜剧,动画,冒险",https://p0.meituan.net/movie/16db936dea0cc23851ab59749d42a0111185130.jpg@464w_644h_1e_1c,2017-09-22,9.1
9566万,"杨翌舒,白百何,黄立行,明道",徐静蕾,绑架者,"动作,犯罪",https://p1.meituan.net/movie/22fc07dc56d21254ea07ad8e98047e4b415109.jpg@464w_644h_1e_1c,2017-03-31,8.4
393万,"杰森·克拉克,裴淳华,杰克·奥康奈尔,米娅·华希科沃斯卡",塞德里克·吉门内兹,刺杀盖世太保,"剧情,战争,历史",https://p1.meituan.net/movie/c66bef60115f204d1385d93027979c9e5057446.jpg@464w_644h_1e_1c,2017-11-24,8.2
200万,"张一山,笑嘻嘻,张蓝心,谢依霖",陈玮卿,冒牌监护人之寻宝闹翻天,"喜剧,动作",https://p0.meituan.net/movie/805683687f5cdcc7f7d2c607c363b5843231919.jpg@464w_644h_1e_1c,2017-12-01,7.7
430万,"王栎鑫,潘时七,余玥,季肖冰",王文,垫底联盟,"剧情,喜剧",https://p0.meituan.net/movie/e8b4e058cf534a4f7121999cbdd16d94295661.jpg@464w_644h_1e_1c,2017-11-28,7.4
1591万,"陈佩斯,李立群,季冠霖,付博文",邹燚,豆福传,"喜剧,动画,奇幻",https://p1.meituan.net/movie/6231e053be03367131db94295902183d1178489.jpg@464w_644h_1e_1c,2017-07-28,8.0
334万,"张俪,锦荣,李子峰,李若彤",马伟豪,蝴蝶公墓,"爱情,悬疑,奇幻",https://p1.meituan.net/movie/f15328724f2c5541694c93d69377faa3668263.jpg@464w_644h_1e_1c,2017-10-20,6.0
179万,"于谦,黄一琳,汪东城,李立群",米宝,坑爹游戏,"剧情,喜剧,家庭",https://p1.meituan.net/movie/44dbdb5ffee2075416159eaa1b79e1fb2981698.jpg@464w_644h_1e_1c,2017-10-20,8.1
228万,"窦骁,张钧甯,邬君梅,吴刚",李远,六人晚餐,"剧情,爱情",https://p0.meituan.net/movie/2b1767a7444f3b53942ad39c6d8c080f351202.jpg@464w_644h_1e_1c,2017-07-19,8.1
1347万,"miwa,坂口健太郎,龙星凉,真野惠里菜",月川翔,与君相恋100次,"剧情,爱情",https://p1.meituan.net/movie/cb6f085da18cdcdff8ceaf9c5de21c6a113816.jpg@464w_644h_1e_1c,2017-07-06,8.2
327万,"邓紫棋,韩寒,徐小凤,曹格",尼克·维克汉姆,一路逆风,"音乐,纪录片",https://p0.meituan.net/movie/375e9274bd8163bfbb87af95977bbedc265151.jpg@464w_644h_1e_1c,2017-01-06,9.3
6370万,"田蒙,岳云鹏,袁姗姗,孙坚",钟少雄,疯岳撬佳人,"喜剧,爱情",https://p1.meituan.net/movie/a6be4d6ee34ea56ec5dde94fd059504e382055.jpg@464w_644h_1e_1c,2017-02-14,7.5
1294万,"钱江汉,郑恺,热依扎,郭晓东",黄志伟,临时演员,"喜剧,爱情",https://p0.meituan.net/movie/c08f83a2c77357e5fe63884ff7e86e56665346.jpg@464w_644h_1e_1c,2017-05-27,8.3
1455万,"连姆·尼森,刘易斯·麦克杜格尔,菲丽希缇·琼斯,西格妮·韦弗",胡安·安东尼奥·巴亚纳,当怪物来敲门,"剧情,奇幻",https://p0.meituan.net/movie/c1ac37590f5e826bd36a5acb6cee2066480065.jpg@464w_644h_1e_1c,2017-05-19,7.5
4688万,"古天乐,张智霖,林家栋,蔡卓妍",邱礼涛,常在你左右,"恐怖,惊悚,悬疑",https://p1.meituan.net/movie/558ee8c66c29b776b8ec5d105318cd70295640.jpg@464w_644h_1e_1c,2017-10-27,7.3
239万,"杨进,唐泽宗,吴凡,王雪沁",李霞,辛巴达与美人鱼公主,"喜剧,动画,奇幻,冒险",https://p1.meituan.net/movie/af36e3479b1fae9d5329ea8e509b0e52980137.jpg@464w_644h_1e_1c,2017-01-07,7.0
36万,"鲍起静,黄浩然,王菀之,卫诗雅",李勇昌,我的妈呀,"剧情,喜剧,家庭",https://p1.meituan.net/movie/158010531a8ca93938902c9b60b2b9c53139584.jpg@464w_644h_1e_1c,2017-10-13,8.7
451万,"张孝全,周冬雨,谢依霖,纳豆",关智耀,指甲刀人魔,"喜剧,爱情,奇幻",https://p1.meituan.net/movie/b8d47f210d85f32628a49406b078f70c174717.jpg@464w_644h_1e_1c,2017-04-14,6.5
498万,"丹尼·伯恩,爱丽丝·波尔,安·玛丽文,阿兰·杜泰",丹尼·伯恩,疯狂特警队,"喜剧,动作",https://p1.meituan.net/movie/4484270052c8d416680f20773cd8aff92022765.jpg@464w_644h_1e_1c,2017-12-08,8.2
1162万,"王骁,姜瑞佳,吴刚,高云翔",沈东,六年，六天,"剧情,爱情",https://p1.meituan.net/movie/253d661e35f8b696855336edd0850572433272.jpg@464w_644h_1e_1c,2017-10-17,8.1
5064万,"狄菲菲,李正翔,洪海天,陶典",李炼,昆塔：反转星球,"动画,科幻",https://p1.meituan.net/movie/b96cbdf20204019e1da1183c95c245052155470.jpg@464w_644h_1e_1c,2017-10-01,8.5
872万,"黄恺杰,王奕瑾,范逸臣,钱柏渝",王毓雅,以爱为名,"剧情,爱情",https://p1.meituan.net/movie/d13de7290e1eec76b2c39087d734ee6093368.jpg@464w_644h_1e_1c,2017-05-12,8.2
49万,"黄奕,范逸臣,沈梦辰,韩承羽",刘欣翰,识色，幸也,"剧情,爱情",https://p1.meituan.net/movie/d259cd5e3d8dfbab7804ab47ff01f7791509687.jpg@464w_644h_1e_1c,2017-11-03,7.7
2430万,"周渝民,薛凯琪,郑中基,高捷",谷德昭,天生不对,"喜剧,爱情",https://p1.meituan.net/movie/bfb109ec2327ed8f22f4cc5d738e9b28349675.jpg@464w_644h_1e_1c,2017-11-10,8.0
550万,"蕾妮·齐薇格,科林·费斯,帕特里克·德姆西,吉姆·布劳德本特",莎伦·马奎尔,单身日记：好孕来袭,"喜剧,爱情",https://p1.meituan.net/movie/df7d088b9ff0bb68e9f7f69ee93b92431015953.jpg@464w_644h_1e_1c,2017-01-01,8.5
236万,"来喜,廖蔚蔚,李子雄,韩志",李克龙,撞邪31号,"惊悚,恐怖",https://p1.meituan.net/movie/19fdeebc1cb6c4352b961b6c0d590cde170261.jpg@464w_644h_1e_1c,2017-06-30,6.1
447万,"王力可,杨昆,田重,刘挺",杨真,窦娥奇冤,"剧情,动作,悬疑",https://p1.meituan.net/movie/a88db0c4baeff861376736f49e3407e2334028.jpg@464w_644h_1e_1c,2017-04-21,7.7
292万,"王良,施景子,苗青,宋睿",王良,七月半3：灵触第七感,恐怖,https://p0.meituan.net/movie/a382d3c21099e595c103bcb6c7ad43be330179.jpg@464w_644h_1e_1c,2017-11-24,6.2
76万,"蒋欣,九孔,秦沛,黄品源",李金瀚,麻辣学院,"喜剧,剧情",https://p0.meituan.net/movie/0ea13b6b01e1a2979a3ae8bfce96f5cb350775.jpg@464w_644h_1e_1c,2017-06-09,4.8
33万,"孙博,刘雪涛,徐唯,李昊泽",宋灏霖,猪太狼的夏天,"剧情,喜剧",https://p1.meituan.net/movie/21833eed6ee84b10380ff91a9885b275646563.jpg@464w_644h_1e_1c,2017-11-10,7.3
28万,"成琪,向奕铮,李豪,戴丽哈",王择谚,十七岁的雨季,"剧情,爱情",https://p1.meituan.net/movie/f6101e160aebeecbb1bab264d56e1bd5747168.jpg@464w_644h_1e_1c,2017-06-16,6.2
210万,"蔡国强,蔡文悠,蔡文浩,张艺谋",凯文·麦克唐纳,天梯：蔡国强的艺术,纪录片,https://p1.meituan.net/movie/fbf37b9065dd02d0a0212d9ee0df30252056820.jpg@464w_644h_1e_1c,2017-09-22,9.0
214万,"刘青,李浩轩,白瑶,贲蓝琪",李耀东,夜半凶铃,"恐怖,悬疑",https://p0.meituan.net/movie/19228ff40a61b11232dc665e0d217092392299.jpg@464w_644h_1e_1c,2017-07-28,4.0
1224万,"郭馨雅,林佑俽,屈中恒,蒋笃慧",邱立伟,小猫巴克里,"动画,冒险,家庭",https://p0.meituan.net/movie/f451487b1c7ced79549345888011391c272466.jpg@464w_644h_1e_1c,2017-12-30,8.0
99万,"代旭,李晨浩,衣云鹤,张隽溢",裘仲维,谁是球王,"剧情,喜剧,运动",https://p0.meituan.net/movie/76de4864eb299949be2ba0572dbdddfc922934.jpg@464w_644h_1e_1c,2017-08-03,8.0
115万,"丹·史蒂文斯,贝纳尼丝·玛尔洛,查丽蒂·维克菲尔德,泰格·格南德特",提姆·斯密特,末日重启,"剧情,科幻",https://p0.meituan.net/movie/8e509124fd4062f58d00c6834f8283323029927.jpg@464w_644h_1e_1c,2017-12-01,5.4
374万,"廖启智,林耀声,胡子彤,潘灿良",陈志发,点五步,"剧情,运动",https://p1.meituan.net/movie/c9f5847560183feb32c7687be4ac46f1968218.jpg@464w_644h_1e_1c,2017-04-07,7.9
257万,"凯文·芒罗,保罗·吉亚玛提,约翰·古德曼,贝拉·索恩",杰瑞卡·克莱兰,银河守卫队,"动画,冒险,科幻",https://p1.meituan.net/movie/06643c3eb179fcef7d76301f9c67c701462139.jpg@464w_644h_1e_1c,2017-05-27,8.6
315万,"伊娜,许林,郭若寒,王瑄",高育新,碟仙前传,"恐怖,惊悚",https://p0.meituan.net/movie/8d07abc98f695e7ec07c18a047d2a2cb327156.jpg@464w_644h_1e_1c,2017-05-12,6.2
5938万,"郑秀文,张孝全,冯文娟,金巧巧",刘国楠,合约男女,"喜剧,爱情",https://p0.meituan.net/movie/32743a661d702fbd39e5349d1dfe7ad8165397.jpg@464w_644h_1e_1c,2017-02-14,8.0
1073万,"丁莹莹,杨进,卢瑶,苏子芜",杨广福,咕噜咕噜美人鱼2,"喜剧,动画,冒险",https://p0.meituan.net/movie/340ac5e8bddfe2ad182544c7dc20ca2e786951.jpg@464w_644h_1e_1c,2017-12-30,8.4
215万,"马志威,王敏奕,符龙飞,林雪",叶曦,初恋日记,"剧情,喜剧,爱情",https://p0.meituan.net/movie/134fe6b39e64255edf5c7a478c8e1370402664.jpg@464w_644h_1e_1c,2017-09-15,8.4
97万,"阿诺德·施瓦辛格,玛姬·格蕾斯,斯科特·麦克纳里,朱达·纳尔逊",艾略特·莱斯特,空难余波,"剧情,惊悚",https://p0.meituan.net/movie/5a784a2ca2410edca863d531a81d1ea1354311.jpg@464w_644h_1e_1c,2017-12-01,6.5
184万,"杨思琦,李铭顺,张可颐,刘心悠",高志森,女人永远是对的,"喜剧,爱情",https://p1.meituan.net/movie/855a095ea0742dcf3ae8d0aaeab8f7d9110318.jpg@464w_644h_1e_1c,2017-06-16,7.7
770万,"郭采洁,杨祐宁,曾志伟,猪哥亮",邱瓈宽,我不做大哥好多年,"喜剧,爱情,动作",https://p1.meituan.net/movie/60c1c4b42256bef33fdf607f7a92c0d0256142.jpg@464w_644h_1e_1c,2017-06-23,7.6
2109万,"马克·沃尔伯格,米歇尔·莫纳汉,约翰·古德曼,J·K·西蒙斯",彼得·博格,恐袭波士顿,"剧情,惊悚,历史",https://p1.meituan.net/movie/61c672b7bfef63e41ca5796f3a36689f1048501.jpg@464w_644h_1e_1c,2017-11-17,8.3
1645万,"白举纲,连奕名,洪剑涛,王泷正",徐兵,缉枪,"剧情,动作,犯罪",https://p0.meituan.net/movie/aca7c20e2a090800ae3a4382db399b664513194.jpg@464w_644h_1e_1c,2017-06-23,7.9
712万,"艾伦,王自健,田亮,胡杏儿",王宁,玛格丽特的春天,"喜剧,爱情",https://p0.meituan.net/movie/bb275a637f75baa9ad11c550fdac61a51036680.jpg@464w_644h_1e_1c,2017-03-10,6.4
905万,"达尼那·斯米德,Dmitriy,Konstantin,谢尔盖·希纳罗维",费多·德米提亚夫,绿野仙踪之奥兹国奇幻之旅,"动画,冒险,家庭",https://p1.meituan.net/movie/834e088a4cb8606aee52d25eab387cad2723458.jpg@464w_644h_1e_1c,2017-07-21,8.4
610万,"张国荣,陈百强,钟保罗,徐杰",霍耀良,失业生,"剧情,爱情",https://p0.meituan.net/movie/5024a193d82cbb7a84239dd0def17c3b855035.jpg@464w_644h_1e_1c,2017-09-08,8.7
42万,"余培喧,周泳汐,李淼",晓寒,钟馗传奇之岁寒三友,"动画,奇幻",https://p1.meituan.net/movie/0887b3d51f654195c1a366f4c9e6993264118.jpg@464w_644h_1e_1c,2017-12-02,7.3
1.26亿,"张遥函,汤水雨,徐佳琦,杨默",李清舫,大卫贝肯之倒霉特工熊,"喜剧,动画,家庭,冒险",https://p1.meituan.net/movie/4bd5783cc9da7bf2bf0fa402a448abe4338303.jpg@464w_644h_1e_1c,2017-01-13,8.5
4025万,"刘青云,林家栋,江一燕,古天乐",刘国昌,毒。诫,"剧情,犯罪,传记",https://p0.meituan.net/movie/8d4d0b471b09d24c841cc83dc55c964c384460.jpg@464w_644h_1e_1c,2017-05-12,7.3
233万,"曾帅,苗青,卓凡,武虹言",王良,午夜惊魂路,"惊悚,恐怖",https://p1.meituan.net/movie/0f654af88114c15bf168a32f5a98835c496768.jpg@464w_644h_1e_1c,2017-04-28,3.3
798万,"姚雷,郭盛,李姗姗,谢昀杉",邓伟锋,萤火奇兵,"喜剧,动画,奇幻",https://p1.meituan.net/movie/d12de031fa8ed2f684510aa5efec821e433682.jpg@464w_644h_1e_1c,2017-02-05,8.6
1412万,"丹尼拉·科兹洛夫斯基,斯维特拉纳·库德钦科娃,乔金·奈特奎斯特,伊戈尔·别特连科",安德列·克拉夫丘克,维京:王者之战,"剧情,动作,历史",https://p1.meituan.net/movie/533ff887dcce94bd82b2e9fa40a4ca892152360.jpg@464w_644h_1e_1c,2017-12-01,7.0
256万,"张洋,吴凡,唐泽宗,陈新月",张恒,真假森林王,"喜剧,动画,家庭",https://p1.meituan.net/movie/fb866b2733d0daacd2397faf099029004552704.jpg@464w_644h_1e_1c,2017-09-16,5.7
1625万,"张涵予,杜鹃,黎明,王耀庆",黎明,抢红,"动作,冒险,犯罪",https://p1.meituan.net/movie/cb43e8b8541bcd794a5ee64da81857d6748573.jpg@464w_644h_1e_1c,2017-05-19,6.8
