box_office,film_actor,film_director,film_name,film_theme,img,release_time,score
2750万,"徐熙娣,林志玲,金世佳,李子峰",蔡康永,“吃吃”的爱,"喜剧,爱情,奇幻",https://p1.meituan.net/movie/2dcbf613194280eec7345f0b19371dc9935368.jpg@464w_644h_1e_1c,2017-05-27,7.4
1277万,"刘辉,张韶涵,方力申,孙艺铭",雷宇扬,碟仙诡谭2,"惊悚,悬疑",https://p1.meituan.net/movie/0a852fb127e17defc61b0ee874ac889a330052.jpg@464w_644h_1e_1c,2017-03-10,3.9
2873万,"亚伦·保尔,肖恩·宾,琳娜·海蒂,阿德里安·布薛特",野末武志,最终幻想15：王者之剑,"动作,科幻",https://p1.meituan.net/movie/31d37a8f457e745f21913b9f62cf857a103139.jpg@464w_644h_1e_1c,2017-03-10,7.7
244万,"陈圆,刘俐儿,宋伟,聂晶磊",陆诗雨,恐怖毕业照2,"恐怖,惊悚",https://p0.meituan.net/movie/6961f6356b0107dc19d86d97f8790b71124078.jpg@464w_644h_1e_1c,2017-08-18,5.4
1.49亿,"水田山葵,山新,大原惠美,黎筱濛",高桥敦史,哆啦A梦：大雄的南极冰冰凉大冒险,"动画,冒险",https://p0.meituan.net/movie/f8518634d7357eca5496b7e7d690dca5760722.jpg@464w_644h_1e_1c,2017-05-30,8.6
7386万,"王霙,保剑锋,董勇,张一山",陈力,血战湘江,"剧情,战争,历史",https://p1.meituan.net/movie/0d3f773a10e60ea98b1bf34573d02d856663779.jpg@464w_644h_1e_1c,2017-06-30,9.1
314万,"董子健,李梦,李洋,尚铁龙",相国强,少年巴比伦,"剧情,喜剧,爱情",https://p1.meituan.net/movie/4ec62c782751384769be6e38ef9066879306567.jpg@464w_644h_1e_1c,2017-01-13,8.0
4020万,"艾瑞克·莎莫,艾丽·范宁,佟心竹,卡莉·蕾·杰普森",埃里克·韦林,了不起的菲丽西,"喜剧,动画,冒险",https://p1.meituan.net/movie/f885e601ccd912011725a8d7488633b7812258.jpg@464w_644h_1e_1c,2017-02-01,9.1
3872万,"曼迪·摩尔,克莱尔·霍尔特,马修·莫迪恩,圣地亚哥·瑟甘拉",约翰内斯·罗伯茨,鲨海,"惊悚,冒险",https://p0.meituan.net/movie/a0c797d7300f44cfccf7fe36dd3a5fd4100950.jpg@464w_644h_1e_1c,2017-12-08,7.1
581万,"罗翔,江兰萱,俞晓晔,马卉",邓安东,笔仙咒怨,"悬疑,惊悚",https://p0.meituan.net/movie/1c0865c735b207842b77b87cb68eba622115453.jpg@464w_644h_1e_1c,2017-12-01,5.1
5026万,"段奕宏,余男,王景春,成泰燊",常征,引爆者,"动作,犯罪",https://p1.meituan.net/movie/b0463d95e071532a4c5cd4eb4e8488631018469.jpg@464w_644h_1e_1c,2017-11-24,8.2
704万,"查理·汉纳姆,罗伯特·帕丁森,西耶娜·米勒,汤姆·赫兰德",詹姆斯·格雷,迷失Z城,"动作,冒险,传记",https://p0.meituan.net/movie/771d86af04b8d2ac9ee3999ba0815c79902502.jpg@464w_644h_1e_1c,2017-06-02,6.4
370万,"凯蒂·萨瓦,克瑞姆·柏辛,凯瑟琳·希金斯,陈钰芸",司徒永华,深宫怨灵,"恐怖,惊悚,悬疑",https://p1.meituan.net/movie/44db827a222e1432bafbe6ed39f17d07301335.jpg@464w_644h_1e_1c,2017-11-17,4.3
458万,"吴启华,麦家琪,章小军,房星彤",徐林,S的秘密,"喜剧,爱情",https://p0.meituan.net/movie/7b6dcb6dc72f33c30a5bed25bf73c72b301104.jpg@464w_644h_1e_1c,2017-07-20,8.0
473万,"陈浩民,薛佳凝,罗兰,王皓祯",张洋,借眼,"惊悚,悬疑,犯罪",https://p0.meituan.net/movie/04735afa65d36f4f8b4b9160d375794f5024084.jpg@464w_644h_1e_1c,2017-06-16,7.4
2616万,"朱茵,杜天皓,黄征,王志飞",戴玮,二次初恋,"喜剧,爱情,奇幻",https://p1.meituan.net/movie/564734b2e1665dc6227b2f8268c1d36d1024000.jpg@464w_644h_1e_1c,2017-08-31,8.4
336万,"宋晓宇,李垚,徐炜,葛平",李涛歌,大象林旺之一炮成名,"动作,动画,战争,冒险",https://p0.meituan.net/movie/9958a2b8139ee81a29467fdf28ed75f8291595.jpg@464w_644h_1e_1c,2017-08-04,8.7
2502万,"姜武,蒋勤勤,朱旭,李乃文",梁栋,完美有多美,"剧情,喜剧,奇幻",https://p1.meituan.net/movie/e58afcc6dde0cd08412607eda16ec5024452413.png@464w_644h_1e_1c,2017-02-17,7.2
1011万,"甘于晓雪,于博宁,杨祖青,尹大为",陈海帆,异兽来袭,"惊悚,科幻,灾难",https://p0.meituan.net/movie/79082e2601ae03efab71b62f27ad776b84877.jpg@464w_644h_1e_1c,2017-06-09,7.5
777万,"范伟,殷桃,张超,史依弘",梅峰,不成问题的问题,剧情,https://p1.meituan.net/movie/79bf2a025eee06a105d6a09376770e181364107.jpg@464w_644h_1e_1c,2017-11-21,8.1
3040万,"石磊,袁泽宇,芒来,季冠霖",王微,阿唐奇遇,"动画,冒险,家庭",https://p1.meituan.net/movie/e7415fcfaac2f50a755fe38dd6d9894d937103.jpg@464w_644h_1e_1c,2017-07-21,8.9
4476万,"古天乐,马丽,刘楚恬,黄星羱",陈木胜,喵星人,"喜剧,家庭,奇幻",https://p1.meituan.net/movie/0dc3be00bb030c6c871496ec74a168d52823468.jpg@464w_644h_1e_1c,2017-07-14,8.4
2.01亿,"杨幂,霍建华,金士杰,刘畅",尹鸿承,逆时营救,"动作,科幻",https://p0.meituan.net/movie/f724878e35ea40aca285b45ecd8b02631646793.jpg@464w_644h_1e_1c,2017-06-29,7.9
1.34亿,"李姝洁,皇贞季,山新,郝翔海",卢恒宇,十万个冷笑话2,"喜剧,动画,奇幻",https://p1.meituan.net/movie/48ca0035795cf431bb0b4971f37f49e41862020.jpg@464w_644h_1e_1c,2017-08-18,8.7
592万,"辉灿,何乙轩,周昕妤,郭亚菲",王俊潾,惊魂绣花鞋,"剧情,惊悚,悬疑",https://p0.meituan.net/movie/af2bb39ad95ffea3d38d573be79d7553964282.jpg@464w_644h_1e_1c,2017-03-03,5.7
681万,"张杨果而,孔琳,彭浩锋,李颖",邵进,一路绽放,剧情,https://p0.meituan.net/movie/0d3c8278dd23e14696ab4c28bbdb5021240675.jpg@464w_644h_1e_1c,2017-11-23,8.3
1.74亿,"曼迪·帕廷金,黛米·洛瓦托,雷恩·威尔森,乔·曼根尼罗",凯利·阿斯博瑞,蓝精灵：寻找神秘村,"动画,冒险,家庭",https://p1.meituan.net/movie/6fa181b782a72ff7cb1ef8aa874e1b7c998470.jpg@464w_644h_1e_1c,2017-04-21,9.0
3005万,"戴克·蒙哥马利,娜奥米·斯科特,林路迪,RJ·赛勒",迪恩·以色列特,超凡战队,"动作,冒险,科幻",https://p1.meituan.net/movie/ca0908547235313dc686c78dae4a2986319897.jpg@464w_644h_1e_1c,2017-05-12,7.5
6781万,"张晋,余文乐,文咏珊,吴樾",李子俊,狂兽,"剧情,动作,犯罪",https://p0.meituan.net/movie/fdf8d37852ddd13807fc3010546f86342371584.jpg@464w_644h_1e_1c,2017-11-10,7.8
4320万,"弗兰克·布里森,安吉拉·嘉鲁皮,张震,海伦·波斯瓦拉·乐卡克",让-弗朗索瓦·波略特,冰雪大作战,"动画,喜剧,家庭",https://p1.meituan.net/movie/f085eca9158e68ce447fc5d7e47f818c1877485.jpg@464w_644h_1e_1c,2017-04-01,8.3
1.36亿,"杰克·吉伦哈尔,丽贝卡·弗格森,瑞安·雷诺兹,真田广之",丹尼尔·伊斯皮诺萨,异星觉醒,"恐怖,惊悚,科幻",https://p0.meituan.net/movie/f64db2a44c9f2ff08dfe0dc87a0ebec4216347.jpg@464w_644h_1e_1c,2017-05-19,7.7
1791万,"郭德纲,于谦,岳云鹏,郭麒麟",张鹤栾,相声大电影之我要幸福,"剧情,喜剧",https://p1.meituan.net/movie/59a63e9266422d406a686e119329c086346221.jpg@464w_644h_1e_1c,2017-12-01,6.1
1033万,"韩平,白恩,吕星辰,赫子铭",廖希,捍卫者,"剧情,战争,历史",https://p1.meituan.net/movie/fcdcc5ea02c7a807fe85f1cee344d12d374721.jpg@464w_644h_1e_1c,2017-09-22,9.1
1827万,"张艾嘉,田壮壮,郎月婷,宋宁峰",张艾嘉,相爱相亲,"剧情,爱情,家庭",https://p1.meituan.net/movie/8b8a04b3b3ccc8da05800574115178723211760.jpg@464w_644h_1e_1c,2017-11-03,8.7
2555万,"李玉峰,高强,于月仙,王玉宁",谈宜之,忠爱无言,"剧情,家庭",https://p1.meituan.net/movie/609292d7d5db83c43f9c048c22c6aa6210795120.jpg@464w_644h_1e_1c,2017-06-09,9.2
547万,"陈柏霖,林允,张云龙,秦沛",王郢,假如王子睡着了,"喜剧,爱情",https://p1.meituan.net/movie/d30b6b3d2aaa2bb7be171110fc35aad7211550.jpg@464w_644h_1e_1c,2017-12-08,7.9
1015万,"李东学,迈克·泰森,安妮克·阿斯克渥德,李艾",檀冰,中国推销员,"剧情,动作,战争",https://p0.meituan.net/movie/4d91c9bead4549de76996ea6d2a5622a1479342.jpg@464w_644h_1e_1c,2017-06-16,8.0
6465万,"郭富城,王千源,刘涛,余皑磊",连奕琦,破·局,"动作,犯罪",https://p0.meituan.net/movie/8ce62d5f7b82a45e4bae4a40abc46d695108202.jpg@464w_644h_1e_1c,2017-08-17,8.4
30万,"田苹,水原碧衣,杨钧承,刘伟",童江南,神农溪之恋漂洋过海来爱你,"剧情,爱情",https://p1.meituan.net/movie/5d62815557f8b57787d2b762c63e2c303120628.jpg@464w_644h_1e_1c,2017-06-12,8.1
37万,"林家栋,陈静,孙耀威,张可颐",黄国辉,此情此刻,"剧情,爱情",https://p1.meituan.net/movie/7efa093f33b48de4e290373be7ef91ea3311727.jpg@464w_644h_1e_1c,2017-06-09,8.0
130万,"郑国霖,祁心蕊,十九号,程皓枫",李南,我是谁的宝贝,"剧情,犯罪,家庭",https://p1.meituan.net/movie/94c2e582973c4910998a2e6cc87d70283180929.jpg@464w_644h_1e_1c,2017-08-18,8.2
56万,"孙坚,陈燃,汪洋,王学敏",颢然,蜜月计划,"喜剧,爱情",https://p1.meituan.net/movie/a4f970e54d3cac5dea7b755631a5f75a589319.jpg@464w_644h_1e_1c,2017-09-08,6.8
377万,"陈圆,奇凌,郑文杰,黄菀乔",李斌,诡域新娘,"惊悚,恐怖",https://p1.meituan.net/movie/14d92b38e86d625b56c10a2520cf1497319917.jpg@464w_644h_1e_1c,2017-09-08,5.5
6685万,"张子栋,郭德纲,岳云鹏,张小斐",黎继强,欢乐喜剧人,喜剧,https://p1.meituan.net/movie/98a050574887d1aebc0d29b966e13d54338026.jpg@464w_644h_1e_1c,2017-03-24,4.7
1.56亿,"潘耀明,黄轩,段奕宏,祖峰",麦兆辉,非凡任务,"剧情,动作,犯罪",https://p1.meituan.net/movie/26312cde4f95e0b3da4ac11e23bcec88488859.jpg@464w_644h_1e_1c,2017-03-31,8.7
4.00亿,"刘德华,姜武,宋佳,姜皓文",邱礼涛,拆弹·专家,"动作,悬疑,犯罪",https://p0.meituan.net/movie/eaee349633b45cebf46785d6662a5e7b347918.jpg@464w_644h_1e_1c,2017-04-28,9.0
5.40亿,"成龙,皮尔斯·布鲁斯南,刘涛,梁佩诗",马丁·坎贝尔,英伦对决,"剧情,动作,犯罪",https://p1.meituan.net/movie/05ec92a334cf87585cf87a110d13a9d0454544.jpg@464w_644h_1e_1c,2017-09-30,8.4
4591万,"钟裕,易烊千玺,陈志荣,彭雨菲",陆锦明,猪猪侠之英雄猪少年,"喜剧,动画,奇幻",https://p1.meituan.net/movie/5a83c21d122278993b6e3140c096c81b320840.jpg@464w_644h_1e_1c,2017-01-07,8.6
2.16亿,"克里斯托夫·卢尔德莱,马修·麦康纳,大鹏,瑞茜·威瑟斯彭",加斯·詹宁斯,欢乐好声音,"喜剧,动画,音乐",https://p0.meituan.net/movie/2fed2c127078fcca08b075736bf7b69e454069.jpg@464w_644h_1e_1c,2017-02-17,9.2
4454万,"早见沙织,入野自由,松冈茉优,悠木碧",山田尚子,声之形,"剧情,爱情,动画",https://p1.meituan.net/movie/274fbf3f3cc53c18b258787db26bfe80230549.jpg@464w_644h_1e_1c,2017-09-08,8.3
8760万,"小连杀,图特哈蒙,金士杰,幽舞越山",不思凡,大护法,"动画,冒险,奇幻",https://p0.meituan.net/movie/bafdc10ffdaf2976ee6d06a3f3f60401411050.jpg@464w_644h_1e_1c,2017-07-13,8.3
6.26亿,"汤姆·克鲁斯,索菲亚·波多拉,罗素·克洛,安娜贝拉·弗朗西斯·沃丽丝",艾里克斯·库兹曼,新木乃伊,"动作,冒险,奇幻",https://p0.meituan.net/movie/ad40e244470aa90acffc84cc1dc49c6c259883.jpg@464w_644h_1e_1c,2017-06-09,7.1
6873万,"休·韦尔什曼,道格拉斯·布斯,赵天宇,罗伯特·古拉奇克",多洛塔·科别拉,至爱梵高·星空之谜,"剧情,动画,传记",https://p1.meituan.net/movie/7774a98ac4a813e1148b784b5cc687fc502963.jpg@464w_644h_1e_1c,2017-12-08,8.9
214万,"翁秀兰,惠英红,黄德斌,余秋瑶",陈鹏振,心惊胆战,"惊悚,恐怖,剧情",https://p1.meituan.net/movie/040db77878efddaa622da5c90aca3079393144.jpg@464w_644h_1e_1c,2017-01-20,4.5
2.30亿,"肯尼思·布拉纳,刘风,约翰尼·德普,王千源",肯尼思·布拉纳,东方快车谋杀案,"剧情,悬疑,犯罪",https://p1.meituan.net/movie/b9c78924c3fae35aede578624c27b8a9247701.jpg@464w_644h_1e_1c,2017-11-10,8.2
4.02亿,"王凯,张鲁一,林心如,叶祖新",苏有朋,嫌疑人x的献身,"剧情,爱情,悬疑",https://p0.meituan.net/movie/a84c9f0b81b9d29bffeb9dcad846f08f279182.jpg@464w_644h_1e_1c,2017-03-31,8.6
7696万,"瑞恩·高斯林,哈里森·福特,安娜·德·阿玛斯,杰瑞德·莱托",丹尼斯·维伦纽瓦,银翼杀手2049,"剧情,科幻,惊悚",https://p0.meituan.net/movie/eb88bcd56801d3094033f49bea85711a252019.jpg@464w_644h_1e_1c,2017-10-27,7.3
1.00亿,"杨培,尼玛扎堆,扎西达娃,色巴江措",张杨,冈仁波齐,剧情,https://p1.meituan.net/movie/ff35ea5d1cfa491fd1112152b5c5fb1b139318.jpg@464w_644h_1e_1c,2017-06-20,8.8
6.97亿,"黄智亨,彭于晏,倪妮,余文乐",郭子健,悟空传,"剧情,动作,奇幻",https://p0.meituan.net/movie/2ca95da964b8a051724d075ba5e07dec408283.jpg@464w_644h_1e_1c,2017-07-13,7.6
3.63亿,"吴君如,沈腾,岳云鹏,张译",吴君如,妖铃铃,"喜剧,恐怖",https://p1.meituan.net/movie/a56f7ddc991f6b658b9cfd36ff4196b7272900.jpg@464w_644h_1e_1c,2017-12-29,6.8
3262万,"狄龙,张国荣,周润发,朱宝意",吴宇森,英雄本色,"剧情,动作,犯罪",https://p0.meituan.net/movie/3e5f5f3aa4b7e5576521e26c2c7c894d253975.jpg@464w_644h_1e_1c,2017-11-17,9.2
2.71亿,"茱蒂蒙·琼查容苏因,依莎亚·贺苏汪,披纳若·苏潘平佑,查侬·散顶腾古",纳塔吾·彭皮里亚,天才枪手,"剧情,悬疑,犯罪",https://p0.meituan.net/movie/385a6d22c2f1ed563aa58594d56cee39955568.jpg@464w_644h_1e_1c,2017-10-13,8.8
3.19亿,"李晨,范冰冰,王千源,李佳航",李晨,空天猎,"动作,战争",https://p1.meituan.net/movie/5d8ab833a6ffb29d945ebcd4965c72db702436.jpg@464w_644h_1e_1c,2017-09-29,8.7
16.52亿,"周星驰,吴亦凡,林更新,姚晨",徐克,西游伏妖篇,"喜剧,动作,奇幻",https://p1.meituan.net/movie/27ab0e0edbf555f8cf32e0449238b454732043.jpg@464w_644h_1e_1c,2017-01-28,7.7
10.38亿,"凯尔·巴尔达,史蒂夫·卡瑞尔,克里斯汀·韦格,崔·帕克",皮埃尔·柯芬,神偷奶爸3,"喜剧,动画,冒险",https://p0.meituan.net/movie/e4aa7abb6ef5fbe695174063ac6cc0921246361.jpg@464w_644h_1e_1c,2017-07-07,8.8
7545万,"蔡卓妍,周柏豪,钟欣潼,卫诗雅",邱礼涛,原谅他77次,爱情,https://p0.meituan.net/movie/ac777fa3eb91a59ccc532dfa99f05d66386260.jpg@464w_644h_1e_1c,2017-06-23,8.5
6.07亿,"布丽特·罗伯森,乔什·加德,丹尼斯·奎德,佩吉·利普顿",拉斯·霍尔斯道姆,一条狗的使命,"剧情,喜剧,家庭",https://p1.meituan.net/movie/0ec2ddc2bed2bad93017aacc473be337387115.jpg@464w_644h_1e_1c,2017-03-03,8.9
1万,"金韬,涓子,王澜,周浩东",王景光,伊犁河谷,"剧情,爱情",https://p0.meituan.net/movie/1a3cc65e2c6caab041cb158c70605ae0147296.jpg@464w_644h_1e_1c,2017-07-07,7.0
470万,"张蓝艺,刘一辰,刘洛汐,林奕菲",摩撒利,通灵姐妹,"惊悚,恐怖",https://p1.meituan.net/movie/cd8e2634f8b984e9fa70d1b0483bb0461008575.jpg@464w_644h_1e_1c,2017-03-17,2.7
4.10亿,"戴恩·德哈恩,卡拉·迪瓦伊,克里夫·欧文,罗比恩·蕾哈娜·芬缇",吕克·贝松,星际特工：千星之城,"动作,冒险,科幻",https://p1.meituan.net/movie/06572946abbe9dff449b751f26e1f61e473657.jpg@464w_644h_1e_1c,2017-08-25,8.3
1.71亿,"毛银梅,何玉珍,李凤云,张先兔",郭柯,二十二,纪录片,https://p0.meituan.net/movie/3a4f9d6e3c48326d4ae4fe3ed8c973e1584222.jpg@464w_644h_1e_1c,2017-08-14,9.2
2717万,"段奕宏,江一燕,杜源,郑伟",董越,暴雪将至,"剧情,悬疑,犯罪",https://p1.meituan.net/movie/16657baa0d54d5c719f8e23744f7d9a8288315.jpg@464w_644h_1e_1c,2017-11-17,7.2
9176万,"钟少雄,郑恺,张雨绮,谢依霖",王晶,降魔传,"喜剧,奇幻",https://p1.meituan.net/movie/9c80c528f3cd023472f2fec77671211b1021404.jpg@464w_644h_1e_1c,2017-11-17,7.0
2.23亿,"王俊凯,迪丽热巴,董子健,李鸿其",韩杰,解忧杂货店,"剧情,奇幻",https://p0.meituan.net/movie/db47e843e77c5247380d7a0ad50d2f62303762.jpg@464w_644h_1e_1c,2017-12-29,8.5
5.21亿,"林永长,尚雯婕,鲍春来,曾舜晞",丁亮,熊出没·奇幻空间,"动画,冒险",https://p1.meituan.net/movie/0a92c6e3ec41ef584fa786f993499c7a426778.jpg@464w_644h_1e_1c,2017-01-28,9.1
4.77亿,"菲丽希缇·琼斯,迭戈·卢纳,艾伦·图代克,甄子丹",加里斯·爱德华斯,星球大战外传：侠盗一号,"动作,冒险,科幻",https://p0.meituan.net/movie/ef1bc6e7987fcb64558d11cadb86b3be687974.jpg@464w_644h_1e_1c,2017-01-06,8.0
1.73亿,"马里奥·卡萨斯,阿娜·瓦格纳,何塞·科罗纳多,芭芭拉·蓝妮",奥里奥尔·保罗,看不见的客人,"犯罪,悬疑,惊悚",https://p1.meituan.net/movie/45a9dfd545596669fc742bca0d3dc5512642616.jpg@464w_644h_1e_1c,2017-09-15,9.4
2565万,"松本梨香,大谷育江,市川染五郎,牧口真幸",汤山邦彦,精灵宝可梦：波尔凯尼恩与机巧的玛机雅娜,"动画,冒险,奇幻",https://p0.meituan.net/movie/11d57448429619b6344d53aae65c87c4304153.jpg@464w_644h_1e_1c,2017-11-11,8.4
4.59亿,"大鹏,乔杉,古力娜扎,李鸿其",大鹏,缝纫机乐队,"剧情,喜剧,音乐",https://p1.meituan.net/movie/cff7012c0cc944b27c9bba352a785e8e358408.jpg@464w_644h_1e_1c,2017-09-29,9.3
10.46亿,"邓超,彭于晏,赵丽颖,高华阳",韩寒,乘风破浪,"剧情,喜剧,冒险",https://p0.meituan.net/movie/9654e93e59cd1cec269d9078d9cf4b99289750.jpg@464w_644h_1e_1c,2017-01-28,8.7
5.77亿,"关智耀,甄子丹,刘德华,姜皓文",王晶,追龙,"动作,犯罪",https://p1.meituan.net/movie/82216ba6e2affdf84f134b4b03243c32273376.jpg@464w_644h_1e_1c,2017-09-30,9.0
137万,"庄鹃瑛,林忠谕,陈玫希,姜圣民",魏德圣,52赫兹，我爱你,"爱情,音乐",https://p0.meituan.net/movie/dcb2b8b44ad4feed56d87ff69233ebae372632.jpg@464w_644h_1e_1c,2017-06-16,6.8
166万,"赵东昊,欧阳鑫紫,李璐兵,徐珊珊",蒋国权,诡异酒楼,惊悚,https://p0.meituan.net/movie/8a5e0fd7dfe7eb5a51cecb65919c1103249408.jpg@464w_644h_1e_1c,2017-05-26,4.9
50万,"章俊夫,昆凌,钱枫,蒲巴甲",王凯阳,梦幻佳期,爱情,https://p1.meituan.net/movie/914e98e1d6e3594f0eb24f660a1549af812946.jpg@464w_644h_1e_1c,2017-06-09,6.1
354万,"蒂尔·施威格,马提亚斯·施维赫夫,扬·约瑟夫·利费斯,米夏埃尔·赫尔比希",沃尔夫冈·彼德森,夺金四贱客,"喜剧,犯罪",https://p0.meituan.net/movie/57dba27e4361f64e57385597caf8ba43917643.jpg@464w_644h_1e_1c,2017-12-01,7.9
268万,"姚雨鑫,谢容儿,薇拉贝儿,曲馨雅",陆诗雷,怨灵宿舍之白纸女生,惊悚,https://p1.meituan.net/movie/e9bcbdaa1ac65306fed0f139c72e0f3c985764.jpg@464w_644h_1e_1c,2017-04-01,5.4
21万,"马可,李毓芬,张思帆,游游",张显,请勿靠近,"惊悚,悬疑,冒险",https://p0.meituan.net/movie/2b469422d6602095f6fc36930f3ad16b2074181.jpg@464w_644h_1e_1c,2017-09-22,6.6
91万,"李果,闫鹿杨,朱洪振,谢钟灵",戴维,谜域之噬魂岭,"惊悚,悬疑,科幻",https://p1.meituan.net/movie/0ba9cfec47dddbd64d349277f14a8268384294.jpg@464w_644h_1e_1c,2017-07-21,4.2
17万,"王宁,葛天,来喜,黄一飞",袁杰,咸鱼传奇,喜剧,https://p1.meituan.net/movie/f808d2e9cf3737683dd2c21354c354071761645.jpg@464w_644h_1e_1c,2017-05-05,6.0
12万,"周鹏雨,穆建荣,陈泽帆,鹿露",闫国喜,原罪的羔羊,悬疑,https://p1.meituan.net/movie/62270c92c75d2c8c667f499a4b661a1862683.jpg@464w_644h_1e_1c,2017-08-04,2.6
212万,"景珂,樊昊仑,上白,周韵茹",樊昊仑,你在哪,"剧情,悬疑,犯罪",https://p0.meituan.net/movie/5c8ae0cf28ad870122b5d09cf09873621819802.jpg@464w_644h_1e_1c,2017-11-30,7.8
84万,"博尔吉特,巴多,李雨秦,李东艾",牟天翔,炸裂青春,"剧情,运动",https://p1.meituan.net/movie/cc5b54053939b77a82ed8cb4e7dbfd8979993.jpg@464w_644h_1e_1c,2017-11-24,7.2
387万,"劳米·拉佩斯,奥兰多·布鲁姆,托妮·科莱特,约翰·马尔科维奇",迈克尔·艾普特,惊天解密,"动作,悬疑,惊悚",https://p0.meituan.net/movie/173e51a63179d0d4dcfdc24ada17c0c9372698.jpg@464w_644h_1e_1c,2017-09-22,7.7
491万,"刘松仁,吕星辰,吴俊余,王厦",吕列,20:16,剧情,https://p1.meituan.net/movie/807d9281dcdbb3017b82a94110959173199293.jpg@464w_644h_1e_1c,2017-05-18,8.3
59万,"李扬武,胡婷,周微,孟雨田",李杨武,蛋计划,"喜剧,动画,冒险",https://p0.meituan.net/movie/ebe37beaeabc99c9783b40c1072c7c3b249590.jpg@464w_644h_1e_1c,2017-01-20,7.8
38万,"何伟斌,石雨晴,古铭瀚,谢璞婉",李柯,纹身师,"爱情,惊悚,悬疑",https://p0.meituan.net/movie/032bb01c7869b2aff3cdb5ed50aec77b150274.jpg@464w_644h_1e_1c,2017-09-15,7.0
44万,"张敬轩,郝蕾,林雪",陈果,灿烂这一刻,"剧情,家庭",https://p0.meituan.net/movie/8e82fa6929389af6a01796df40650527256091.jpg@464w_644h_1e_1c,2017-11-24,8.4
142万,"胡弦,庄崧冽,毛继鸿,钱小华",施秋荣,内心引力,纪录片,https://p1.meituan.net/movie/cc6235346ccff6e0036bd25c1fa6283d287546.jpg@464w_644h_1e_1c,2017-06-10,8.5
155万,"罗翔,陈美行,彭波,于新博",邢博,画室惊魂,"恐怖,惊悚",https://p1.meituan.net/movie/ea9e7babe3c5f8f88bafda476bd5f816366297.jpg@464w_644h_1e_1c,2017-09-21,2.9
377万,"王千源,余男,南宫珉,潘斌龙",夏钢,夜色撩人,"剧情,悬疑,犯罪",https://p0.meituan.net/movie/f154e7c5b07b659274f5f6cef8c2046f941755.jpg@464w_644h_1e_1c,2017-03-10,5.6
17万,"露丝·布莱德利,巴里·沃德,利亚姆·坎宁安,欧文·沃尔",保罗·名士,追击,"动作,犯罪",https://p0.meituan.net/movie/6ba0abf2baf9a1254436aeff75af2f9b359044.jpg@464w_644h_1e_1c,2017-09-15,7.2
307万,"山新,乔诗语,李姗姗,胡越",刘可欣,超能龙骑侠,"动画,冒险,科幻",https://p1.meituan.net/movie/72e473421c5304a7fd2f9f0abbac67021550343.jpg@464w_644h_1e_1c,2017-01-13,8.5
147万,马元,董大可,功夫小兔侠,"喜剧,动画",https://p0.meituan.net/movie/a3d4fbe68247932aa73cf0ce7a55c56d353883.jpg@464w_644h_1e_1c,2017-06-01,8.1
